amount,transaction_type,location,device_id,transaction_hour,previous_transactions,is_new_device,is_international,fraud
45119.03,TRANSFER,Bangalore,DEVICE004,9,5,1,0,0
11164.5,DEPOSIT,Pune,DEVICE001,23,21,0,1,0
15392.7,WITHDRAWAL,Nashik,DEVICE008,19,24,0,1,0
22036.26,PAYMENT,Mumbai,DEVICE003,17,3,0,0,0
15211.54,WITHDRAWAL,Nashik,DEVICE008,19,30,0,0,0
11912.62,TRANSFER,Dhule,DEVICE004,7,22,1,0,0
38889.45,TRANSFER,Ahmedabad,DEVICE008,3,20,0,0,0
38609.74,PAYMENT,Kolkata,DEVICE007,16,14,0,0,0
17369.29,PAYMENT,Nashik,DEVICE001,12,18,0,0,0
34085.7,DEPOSIT,Ahmedabad,DEVICE001,5,16,0,0,0
38389.46,DEPOSIT,Dhule,DEVICE002,7,26,0,0,0
15401.62,TRANSFER,Nashik,DEVICE004,4,5,0,1,0
31095.42,WITHDRAWAL,Mumbai,DEVICE002,21,11,1,0,0
7575.94,PAYMENT,Delhi,DEVICE008,19,23,1,0,0
14117.27,WITHDRAWAL,Chennai,DEVICE001,20,9,0,1,0
17175.18,TRANSFER,Hyderabad,DEVICE008,15,4,0,0,1
15993.31,PAYMENT,Kolkata,DEVICE005,16,10,0,1,1
46175.6,TRANSFER,Dhule,DEVICE007,11,8,0,0,0
21453.92,TRANSFER,Mumbai,DEVICE008,22,10,0,1,0
16239.49,WITHDRAWAL,Hyderabad,DEVICE008,6,24,0,0,0
270.11,PAYMENT,Dhule,DEVICE008,22,0,0,0,1
5389.73,WITHDRAWAL,Delhi,DEVICE003,12,6,0,0,0
38986.61,TRANSFER,Pune,DEVICE003,21,9,0,0,0
29921.66,PAYMENT,Delhi,DEVICE008,10,21,0,0,0
25393.17,TRANSFER,Delhi,DEVICE007,21,27,0,0,0
1022.67,WITHDRAWAL,Kolkata,DEVICE001,10,17,0,1,1
46307.51,DEPOSIT,Kolkata,DEVICE008,4,30,1,1,0
44913.99,DEPOSIT,Mumbai,DEVICE005,5,9,0,0,1
48664.79,PAYMENT,Bangalore,DEVICE003,0,25,0,0,0
10410.69,TRANSFER,Mumbai,DEVICE001,1,18,1,1,1
32615.79,DEPOSIT,Mumbai,DEVICE008,16,24,0,0,0
7502.41,DEPOSIT,Dhule,DEVICE003,0,30,0,0,0
17152.64,TRANSFER,Delhi,DEVICE003,9,27,0,0,0
34488.52,DEPOSIT,Delhi,DEVICE003,1,10,1,1,1
1817.02,TRANSFER,Dhule,DEVICE004,8,3,0,0,0
40176.3,PAYMENT,Kolkata,DEVICE004,2,11,0,1,1
37082.88,TRANSFER,Ahmedabad,DEVICE004,1,15,0,0,0
49291.9,PAYMENT,Mumbai,DEVICE005,21,6,0,0,0
31324.49,TRANSFER,Bangalore,DEVICE003,23,21,1,0,0
23143.15,TRANSFER,Nashik,DEVICE005,5,2,0,0,0
22686.3,WITHDRAWAL,Dhule,DEVICE003,19,21,0,0,0
25219.46,PAYMENT,Hyderabad,DEVICE008,3,8,0,1,0
43833.35,TRANSFER,Chennai,DEVICE006,10,18,0,0,0
38980.33,TRANSFER,Nashik,DEVICE001,6,6,0,0,0
19146.93,WITHDRAWAL,Kolkata,DEVICE003,3,12,0,0,0
16549.27,DEPOSIT,Hyderabad,DEVICE005,21,19,0,1,0
9580.55,DEPOSIT,Nashik,DEVICE001,6,13,1,0,0
37011.32,PAYMENT,Dhule,DEVICE001,11,11,0,0,0
7764.12,WITHDRAWAL,Nashik,DEVICE001,20,12,0,0,0
34379.88,DEPOSIT,Kolkata,DEVICE001,13,22,0,1,0
33607.55,WITHDRAWAL,Kolkata,DEVICE006,2,4,1,0,1
32308.71,TRANSFER,Nashik,DEVICE008,16,21,1,0,1
43908.19,DEPOSIT,Chennai,DEVICE008,5,29,1,0,1
21609.51,WITHDRAWAL,Pune,DEVICE002,1,21,1,0,0
1934.7,PAYMENT,Delhi,DEVICE001,13,30,1,0,0
19914.92,WITHDRAWAL,Pune,DEVICE008,12,20,1,0,0
46367.48,TRANSFER,Chennai,DEVICE003,20,7,0,0,0
35191.93,DEPOSIT,Delhi,DEVICE008,13,5,1,0,0
13105.51,PAYMENT,Chennai,DEVICE004,11,30,0,0,0
36794.02,TRANSFER,Pune,DEVICE002,23,16,0,0,0
41814.22,DEPOSIT,Ahmedabad,DEVICE001,16,23,0,1,1
4305.76,TRANSFER,Delhi,DEVICE007,20,7,0,0,0
38145.63,TRANSFER,Hyderabad,DEVICE005,6,27,1,0,0
22133.7,TRANSFER,Mumbai,DEVICE001,12,14,0,0,1
44269.84,WITHDRAWAL,Delhi,DEVICE004,23,8,0,0,1
38967.7,DEPOSIT,Hyderabad,DEVICE005,23,9,1,0,1
4388.43,TRANSFER,Hyderabad,DEVICE002,23,11,0,0,1
4871.04,TRANSFER,Mumbai,DEVICE008,10,30,0,0,0
15858.97,DEPOSIT,Kolkata,DEVICE006,14,17,0,0,0
31045.32,PAYMENT,Kolkata,DEVICE006,17,17,0,0,0
45472.66,WITHDRAWAL,Delhi,DEVICE001,1,10,1,1,1
37519.83,TRANSFER,Chennai,DEVICE004,19,18,0,0,0
46207.5,PAYMENT,Delhi,DEVICE005,10,2,0,0,1
22953.91,PAYMENT,Kolkata,DEVICE007,9,29,0,0,0
47472.99,DEPOSIT,Mumbai,DEVICE004,16,29,0,0,0
33360.44,PAYMENT,Delhi,DEVICE003,17,23,0,0,0
32483.54,WITHDRAWAL,Hyderabad,DEVICE007,15,12,0,0,0
15658.26,PAYMENT,Dhule,DEVICE006,17,24,0,0,0
21482.85,WITHDRAWAL,Dhule,DEVICE004,2,14,0,0,1
47567.01,WITHDRAWAL,Pune,DEVICE002,14,14,0,0,0
12415.88,TRANSFER,Pune,DEVICE006,4,16,0,0,0
26426.01,WITHDRAWAL,Ahmedabad,DEVICE001,16,14,0,0,0
37582.54,PAYMENT,Delhi,DEVICE004,20,17,0,1,1
6142.13,DEPOSIT,Ahmedabad,DEVICE008,22,16,0,1,0
38251.09,TRANSFER,Pune,DEVICE001,4,3,0,0,0
1808.3,PAYMENT,Dhule,DEVICE007,19,12,1,0,0
26737.15,DEPOSIT,Ahmedabad,DEVICE008,3,24,0,0,0
44784.26,DEPOSIT,Pune,DEVICE002,9,2,0,0,1
13945.5,PAYMENT,Ahmedabad,DEVICE005,19,0,1,0,0
19247.56,WITHDRAWAL,Delhi,DEVICE008,3,11,0,0,0
13907.72,TRANSFER,Delhi,DEVICE001,17,13,0,1,1
11852.54,DEPOSIT,Pune,DEVICE002,15,5,0,0,0
47156.39,TRANSFER,Pune,DEVICE007,16,25,0,0,1
6472.05,PAYMENT,Ahmedabad,DEVICE004,11,5,0,0,0
5199.43,TRANSFER,Ahmedabad,DEVICE004,7,5,0,0,0
9666.96,DEPOSIT,Delhi,DEVICE002,17,16,0,0,0
40216.64,WITHDRAWAL,Pune,DEVICE002,7,26,1,0,1
43142.77,WITHDRAWAL,Delhi,DEVICE004,20,23,0,0,0
35857.54,DEPOSIT,Mumbai,DEVICE005,9,23,0,0,0
7686.15,PAYMENT,Nashik,DEVICE002,19,22,1,1,1
15902.11,PAYMENT,Dhule,DEVICE007,14,11,0,0,0
46742.94,TRANSFER,Kolkata,DEVICE006,16,18,0,0,1
40814.43,DEPOSIT,Dhule,DEVICE005,9,3,0,0,0
43369.49,DEPOSIT,Mumbai,DEVICE003,20,20,0,0,0
48211.12,PAYMENT,Nashik,DEVICE002,22,9,1,1,1
4113.19,WITHDRAWAL,Mumbai,DEVICE008,4,8,1,0,0
6881.21,TRANSFER,Kolkata,DEVICE001,17,1,0,1,0
499.24,DEPOSIT,Ahmedabad,DEVICE003,11,29,0,1,0
44236.75,WITHDRAWAL,Ahmedabad,DEVICE004,16,4,0,0,1
10634.89,DEPOSIT,Delhi,DEVICE006,11,14,0,1,0
47553.4,TRANSFER,Delhi,DEVICE006,9,8,0,0,1
24702.1,PAYMENT,Hyderabad,DEVICE007,13,30,0,0,0
2783.8,DEPOSIT,Nashik,DEVICE005,1,1,0,0,0
12081.98,DEPOSIT,Delhi,DEVICE004,20,4,0,0,0
44715.61,WITHDRAWAL,Dhule,DEVICE005,20,27,1,1,1
47250.19,PAYMENT,Dhule,DEVICE001,0,7,0,0,1
11565.68,TRANSFER,Delhi,DEVICE007,7,13,1,0,1
22270.22,PAYMENT,Hyderabad,DEVICE003,19,5,0,0,0
47160.39,PAYMENT,Ahmedabad,DEVICE008,6,22,0,0,0
18043.85,WITHDRAWAL,Nashik,DEVICE005,7,7,0,0,0
34591.32,WITHDRAWAL,Chennai,DEVICE002,1,27,0,0,0
42006.47,WITHDRAWAL,Delhi,DEVICE006,20,3,0,0,0
7236.0,WITHDRAWAL,Kolkata,DEVICE001,16,20,0,0,0
33935.48,DEPOSIT,Bangalore,DEVICE006,3,29,0,0,0
46026.67,PAYMENT,Mumbai,DEVICE007,19,6,0,1,1
16926.16,PAYMENT,Mumbai,DEVICE002,23,19,0,0,0
36010.86,DEPOSIT,Dhule,DEVICE007,2,28,1,1,1
7023.08,DEPOSIT,Ahmedabad,DEVICE007,19,3,0,0,0
25277.33,DEPOSIT,Bangalore,DEVICE002,10,24,0,0,0
8027.02,DEPOSIT,Ahmedabad,DEVICE004,4,25,0,0,0
47408.06,PAYMENT,Mumbai,DEVICE005,20,25,1,0,0
28447.9,DEPOSIT,Bangalore,DEVICE005,13,17,0,0,0
5536.07,TRANSFER,Dhule,DEVICE003,14,0,1,0,0
49643.25,DEPOSIT,Nashik,DEVICE003,0,8,0,0,0
22545.88,PAYMENT,Nashik,DEVICE002,22,2,0,1,1
26944.17,PAYMENT,Chennai,DEVICE006,14,29,0,0,0
743.4,PAYMENT,Dhule,DEVICE002,19,29,0,0,0
1578.77,PAYMENT,Dhule,DEVICE005,3,19,0,0,1
39581.9,PAYMENT,Hyderabad,DEVICE002,12,19,0,0,0
13489.13,PAYMENT,Bangalore,DEVICE005,18,14,0,1,0
32771.22,DEPOSIT,Delhi,DEVICE008,23,11,1,0,1
11893.09,DEPOSIT,Ahmedabad,DEVICE006,23,18,0,1,0
18141.44,WITHDRAWAL,Kolkata,DEVICE003,19,24,1,0,0
18967.06,DEPOSIT,Ahmedabad,DEVICE001,19,7,0,0,0
39175.95,WITHDRAWAL,Bangalore,DEVICE003,7,28,0,0,0
8118.15,PAYMENT,Ahmedabad,DEVICE001,21,14,0,0,0
48822.88,DEPOSIT,Hyderabad,DEVICE007,18,18,0,0,0
24515.08,WITHDRAWAL,Dhule,DEVICE003,7,15,0,0,0
2857.92,TRANSFER,Ahmedabad,DEVICE006,16,29,0,0,1
22188.56,PAYMENT,Mumbai,DEVICE006,19,4,0,0,0
4896.47,DEPOSIT,Mumbai,DEVICE008,19,17,1,1,1
45332.3,DEPOSIT,Nashik,DEVICE003,16,12,0,0,1
32486.47,PAYMENT,Ahmedabad,DEVICE003,15,14,0,0,0
27316.49,TRANSFER,Hyderabad,DEVICE002,13,5,0,1,0
48131.9,TRANSFER,Ahmedabad,DEVICE003,15,17,0,1,1
32785.37,PAYMENT,Dhule,DEVICE001,7,20,0,0,0
46259.48,TRANSFER,Hyderabad,DEVICE006,16,11,0,0,0
26942.7,TRANSFER,Mumbai,DEVICE001,15,29,0,0,1
13841.98,DEPOSIT,Chennai,DEVICE005,13,29,0,0,0
35772.18,PAYMENT,Nashik,DEVICE007,18,25,0,1,0
20275.26,PAYMENT,Nashik,DEVICE002,2,23,0,0,1
14707.83,DEPOSIT,Kolkata,DEVICE005,20,25,0,1,0
33808.5,TRANSFER,Delhi,DEVICE004,3,5,0,0,0
48217.98,PAYMENT,Dhule,DEVICE003,2,3,0,0,0
20436.01,WITHDRAWAL,Pune,DEVICE005,11,13,0,0,0
31721.68,PAYMENT,Dhule,DEVICE001,5,26,1,0,0
8008.8,PAYMENT,Delhi,DEVICE001,13,26,0,0,0
21446.75,DEPOSIT,Nashik,DEVICE001,18,19,0,0,0
18994.46,DEPOSIT,Hyderabad,DEVICE001,23,30,0,1,1
13315.3,TRANSFER,Delhi,DEVICE002,5,15,0,0,0
18097.34,PAYMENT,Mumbai,DEVICE007,8,29,1,0,1
4219.18,DEPOSIT,Dhule,DEVICE004,4,6,0,1,0
12994.93,TRANSFER,Bangalore,DEVICE008,1,12,0,0,0
39666.38,DEPOSIT,Mumbai,DEVICE008,13,4,0,0,0
20019.82,DEPOSIT,Mumbai,DEVICE005,8,9,1,1,0
41247.29,WITHDRAWAL,Dhule,DEVICE002,20,29,0,0,0
28154.49,TRANSFER,Delhi,DEVICE001,1,25,0,0,1
18935.07,PAYMENT,Hyderabad,DEVICE007,14,14,1,1,1
49032.74,WITHDRAWAL,Hyderabad,DEVICE002,14,22,0,0,0
11904.27,DEPOSIT,Bangalore,DEVICE003,15,16,0,1,1
1266.33,PAYMENT,Chennai,DEVICE002,16,9,0,0,0
20376.27,TRANSFER,Delhi,DEVICE002,14,0,0,1,0
32406.78,PAYMENT,Nashik,DEVICE008,20,25,0,0,0
12719.17,PAYMENT,Chennai,DEVICE006,19,28,1,0,1
14886.13,PAYMENT,Chennai,DEVICE005,22,9,0,0,0
25764.91,PAYMENT,Dhule,DEVICE003,13,22,0,0,0
26939.68,DEPOSIT,Delhi,DEVICE008,15,16,0,0,0
10235.43,WITHDRAWAL,Ahmedabad,DEVICE003,4,13,0,0,1
41338.7,WITHDRAWAL,Delhi,DEVICE004,21,19,0,0,0
37722.15,TRANSFER,Ahmedabad,DEVICE002,9,21,0,0,0
9668.76,WITHDRAWAL,Dhule,DEVICE003,3,25,0,1,0
3411.4,PAYMENT,Delhi,DEVICE003,5,28,0,1,0
29671.87,WITHDRAWAL,Nashik,DEVICE005,6,19,0,1,0
47984.97,WITHDRAWAL,Hyderabad,DEVICE004,11,20,1,0,1
12054.74,DEPOSIT,Chennai,DEVICE001,4,10,0,0,0
16059.08,WITHDRAWAL,Delhi,DEVICE001,1,29,0,0,0
46437.82,WITHDRAWAL,Pune,DEVICE008,14,11,0,0,1
5295.26,TRANSFER,Bangalore,DEVICE001,10,5,0,0,0
38885.86,TRANSFER,Pune,DEVICE006,12,11,1,1,1
49355.03,TRANSFER,Hyderabad,DEVICE002,11,13,1,0,0
31663.25,DEPOSIT,Kolkata,DEVICE003,22,28,0,1,0
44904.05,TRANSFER,Ahmedabad,DEVICE002,5,8,0,0,0
44224.81,TRANSFER,Dhule,DEVICE005,16,27,0,1,1
47140.04,PAYMENT,Dhule,DEVICE005,10,17,1,0,0
10522.3,PAYMENT,Dhule,DEVICE001,20,18,0,0,0
6688.06,TRANSFER,Delhi,DEVICE008,5,10,0,0,0
26341.94,PAYMENT,Dhule,DEVICE004,18,25,0,0,0
17207.44,DEPOSIT,Bangalore,DEVICE004,23,0,0,0,1
28505.03,DEPOSIT,Mumbai,DEVICE006,21,11,0,0,0
23073.64,WITHDRAWAL,Dhule,DEVICE002,2,15,0,1,0
33782.68,DEPOSIT,Ahmedabad,DEVICE003,5,15,0,0,0
12702.72,DEPOSIT,Bangalore,DEVICE006,19,24,0,0,0
42381.35,TRANSFER,Ahmedabad,DEVICE001,8,0,0,0,1
7226.22,PAYMENT,Dhule,DEVICE002,21,1,0,1,1
44800.46,PAYMENT,Chennai,DEVICE002,15,24,1,0,1
28772.81,PAYMENT,Dhule,DEVICE007,21,3,1,0,0
39818.56,WITHDRAWAL,Kolkata,DEVICE005,5,27,0,0,0
16403.97,WITHDRAWAL,Ahmedabad,DEVICE005,10,23,0,0,0
20939.94,TRANSFER,Hyderabad,DEVICE003,13,28,0,0,0
34252.59,WITHDRAWAL,Pune,DEVICE002,10,4,0,0,0
33843.76,PAYMENT,Dhule,DEVICE008,7,16,1,0,0
14804.97,WITHDRAWAL,Mumbai,DEVICE003,0,10,0,0,1
46356.76,PAYMENT,Dhule,DEVICE004,11,15,0,0,1
27416.44,PAYMENT,Kolkata,DEVICE008,13,7,0,0,0
19979.85,WITHDRAWAL,Ahmedabad,DEVICE006,6,8,0,0,0
49389.08,DEPOSIT,Chennai,DEVICE008,3,1,1,0,0
689.75,TRANSFER,Dhule,DEVICE001,2,24,0,0,0
40149.56,DEPOSIT,Ahmedabad,DEVICE003,15,13,0,0,0
47066.46,DEPOSIT,Hyderabad,DEVICE005,6,30,0,0,0
45430.16,WITHDRAWAL,Ahmedabad,DEVICE003,19,7,1,1,0
9644.72,PAYMENT,Dhule,DEVICE002,18,21,0,1,1
32758.53,DEPOSIT,Dhule,DEVICE001,6,6,0,0,0
16789.35,DEPOSIT,Dhule,DEVICE001,18,20,0,1,1
11866.42,WITHDRAWAL,Bangalore,DEVICE002,13,11,0,0,0
26031.85,TRANSFER,Pune,DEVICE005,16,12,1,0,0
13044.89,WITHDRAWAL,Kolkata,DEVICE005,8,0,0,0,0
45400.34,WITHDRAWAL,Mumbai,DEVICE005,20,30,0,0,0
23105.51,WITHDRAWAL,Hyderabad,DEVICE006,12,5,1,1,0
23002.57,TRANSFER,Ahmedabad,DEVICE008,20,6,0,0,0
1340.25,PAYMENT,Delhi,DEVICE003,1,19,0,0,1
14961.48,TRANSFER,Delhi,DEVICE002,10,13,0,0,0
15465.79,PAYMENT,Chennai,DEVICE002,9,10,0,0,0
26284.88,TRANSFER,Dhule,DEVICE001,11,26,0,0,0
31405.15,DEPOSIT,Dhule,DEVICE008,5,29,0,0,0
16350.7,PAYMENT,Delhi,DEVICE008,9,11,1,0,0
481.73,DEPOSIT,Nashik,DEVICE008,7,10,0,0,0
2499.84,TRANSFER,Dhule,DEVICE006,1,4,0,0,0
12230.17,WITHDRAWAL,Ahmedabad,DEVICE003,9,29,0,0,0
11888.18,TRANSFER,Kolkata,DEVICE008,0,9,0,0,1
30207.84,DEPOSIT,Mumbai,DEVICE002,12,9,0,0,0
22554.74,TRANSFER,Dhule,DEVICE003,13,29,0,0,0
44293.26,PAYMENT,Delhi,DEVICE002,6,15,0,0,1
15655.12,TRANSFER,Bangalore,DEVICE007,8,9,0,1,1
49437.95,DEPOSIT,Nashik,DEVICE008,23,15,1,0,0
18296.44,TRANSFER,Delhi,DEVICE004,0,12,0,1,1
42463.8,PAYMENT,Kolkata,DEVICE007,5,1,0,0,1
28049.85,WITHDRAWAL,Dhule,DEVICE003,8,28,0,0,0
39266.99,DEPOSIT,Mumbai,DEVICE004,2,16,0,0,0
34557.35,PAYMENT,Dhule,DEVICE008,4,9,0,0,0
47368.53,WITHDRAWAL,Chennai,DEVICE001,17,30,0,0,0
16627.52,TRANSFER,Ahmedabad,DEVICE005,7,3,1,0,1
33805.01,TRANSFER,Mumbai,DEVICE005,20,29,0,0,0
37381.88,DEPOSIT,Kolkata,DEVICE003,13,3,1,0,1
48326.53,WITHDRAWAL,Mumbai,DEVICE001,18,13,0,0,1
15255.98,PAYMENT,Bangalore,DEVICE001,14,2,0,0,0
36160.9,TRANSFER,Delhi,DEVICE008,16,6,0,0,0
47383.85,PAYMENT,Chennai,DEVICE006,16,15,0,0,1
6085.18,PAYMENT,Ahmedabad,DEVICE002,23,27,0,0,0
2436.56,DEPOSIT,Bangalore,DEVICE005,3,29,1,0,1
10685.97,TRANSFER,Pune,DEVICE005,17,0,0,1,0
4102.31,WITHDRAWAL,Pune,DEVICE003,0,14,0,0,0
18550.32,WITHDRAWAL,Delhi,DEVICE002,12,16,0,0,0
32469.61,DEPOSIT,Chennai,DEVICE007,20,15,0,0,0
37382.11,PAYMENT,Chennai,DEVICE003,22,21,0,1,1
7016.87,WITHDRAWAL,Nashik,DEVICE004,6,5,0,0,0
6786.12,DEPOSIT,Mumbai,DEVICE007,16,30,1,0,0
446.05,PAYMENT,Nashik,DEVICE002,13,25,0,0,0
3633.79,DEPOSIT,Nashik,DEVICE008,4,0,0,0,1
45454.41,DEPOSIT,Hyderabad,DEVICE002,3,22,0,0,1
9380.93,TRANSFER,Kolkata,DEVICE002,22,16,0,1,0
40851.98,WITHDRAWAL,Delhi,DEVICE003,5,1,1,0,0
34252.46,TRANSFER,Dhule,DEVICE008,15,28,0,0,0
37645.78,WITHDRAWAL,Nashik,DEVICE007,6,3,0,0,0
2714.01,PAYMENT,Pune,DEVICE002,15,14,0,1,0
16151.62,WITHDRAWAL,Kolkata,DEVICE004,8,27,0,0,1
28490.98,TRANSFER,Chennai,DEVICE008,12,12,1,0,0
7087.95,DEPOSIT,Ahmedabad,DEVICE001,6,27,1,0,1
28103.83,PAYMENT,Nashik,DEVICE001,8,20,0,1,1
7046.88,PAYMENT,Pune,DEVICE005,5,9,1,0,0
43190.1,TRANSFER,Dhule,DEVICE002,5,21,0,0,0
19615.24,TRANSFER,Chennai,DEVICE003,13,12,0,0,0
46580.01,PAYMENT,Bangalore,DEVICE004,7,6,1,0,0
42296.04,WITHDRAWAL,Mumbai,DEVICE008,15,12,0,0,0
14533.63,PAYMENT,Chennai,DEVICE001,22,25,0,0,0
28346.35,WITHDRAWAL,Dhule,DEVICE006,6,17,1,0,1
44099.37,WITHDRAWAL,Hyderabad,DEVICE001,3,16,0,0,0
12557.96,TRANSFER,Hyderabad,DEVICE006,9,5,0,0,0
13449.56,PAYMENT,Chennai,DEVICE005,2,9,0,0,0
13736.41,DEPOSIT,Pune,DEVICE005,5,4,0,1,0
22057.85,WITHDRAWAL,Hyderabad,DEVICE006,14,28,0,0,0
9782.83,PAYMENT,Ahmedabad,DEVICE006,10,6,1,0,0
1434.81,WITHDRAWAL,Dhule,DEVICE004,4,12,0,0,1
44322.04,TRANSFER,Chennai,DEVICE007,9,24,0,0,0
24378.0,DEPOSIT,Nashik,DEVICE003,10,24,0,0,0
26755.97,TRANSFER,Nashik,DEVICE007,9,9,0,0,0
20932.8,PAYMENT,Mumbai,DEVICE006,0,12,0,0,0
7247.98,TRANSFER,Kolkata,DEVICE006,6,13,1,0,1
6731.91,TRANSFER,Chennai,DEVICE003,5,0,0,0,0
40117.55,WITHDRAWAL,Bangalore,DEVICE002,17,29,1,0,0
32503.39,DEPOSIT,Mumbai,DEVICE001,15,5,0,1,1
3875.52,PAYMENT,Ahmedabad,DEVICE005,1,9,0,0,1
6898.63,WITHDRAWAL,Delhi,DEVICE003,12,1,0,1,0
19616.71,WITHDRAWAL,Delhi,DEVICE007,0,7,1,0,1
21347.08,WITHDRAWAL,Kolkata,DEVICE007,1,30,1,0,1
30746.56,TRANSFER,Nashik,DEVICE007,4,20,0,0,0
13761.71,WITHDRAWAL,Ahmedabad,DEVICE008,12,2,0,0,1
43561.43,WITHDRAWAL,Dhule,DEVICE008,3,17,0,0,0
12092.44,PAYMENT,Chennai,DEVICE004,2,17,0,0,0
37657.81,WITHDRAWAL,Delhi,DEVICE005,17,12,0,0,0
45102.65,PAYMENT,Nashik,DEVICE002,5,19,1,0,1
43490.0,DEPOSIT,Nashik,DEVICE008,8,5,0,0,1
29210.22,WITHDRAWAL,Chennai,DEVICE004,20,14,0,1,0
12550.81,PAYMENT,Dhule,DEVICE005,7,0,1,0,0
35170.77,PAYMENT,Dhule,DEVICE002,1,7,0,0,0
10879.34,DEPOSIT,Dhule,DEVICE007,8,11,0,1,0
31524.38,PAYMENT,Dhule,DEVICE004,4,17,0,0,0
3269.2,TRANSFER,Ahmedabad,DEVICE004,18,7,0,1,0
14405.39,TRANSFER,Ahmedabad,DEVICE003,5,0,0,0,0
35561.7,PAYMENT,Hyderabad,DEVICE008,20,6,1,0,0
22054.75,PAYMENT,Bangalore,DEVICE007,1,7,0,0,0
706.23,WITHDRAWAL,Nashik,DEVICE004,1,5,0,0,0
27261.82,PAYMENT,Nashik,DEVICE003,8,15,0,0,0
29301.64,TRANSFER,Chennai,DEVICE008,16,11,1,0,0
12344.75,WITHDRAWAL,Pune,DEVICE003,8,9,0,1,0
28206.04,WITHDRAWAL,Nashik,DEVICE005,2,29,0,0,1
5144.69,WITHDRAWAL,Bangalore,DEVICE002,8,1,0,0,0
12169.08,PAYMENT,Delhi,DEVICE001,9,22,1,0,1
8579.87,TRANSFER,Mumbai,DEVICE005,4,9,0,0,1
9779.38,TRANSFER,Nashik,DEVICE005,20,4,1,0,0
45783.56,WITHDRAWAL,Dhule,DEVICE008,21,0,0,0,0
38763.59,TRANSFER,Pune,DEVICE006,9,19,1,0,0
14628.32,WITHDRAWAL,Pune,DEVICE005,15,0,1,0,1
11089.13,TRANSFER,Pune,DEVICE001,4,8,0,0,0
18230.0,DEPOSIT,Pune,DEVICE008,3,25,0,0,1
21409.75,DEPOSIT,Ahmedabad,DEVICE006,5,6,1,1,1
937.93,PAYMENT,Bangalore,DEVICE003,23,0,0,0,0
26862.94,PAYMENT,Dhule,DEVICE005,23,30,1,0,0
20502.45,WITHDRAWAL,Nashik,DEVICE008,3,26,1,0,0
19519.96,TRANSFER,Bangalore,DEVICE003,11,11,0,0,0
43804.41,TRANSFER,Ahmedabad,DEVICE005,9,26,1,0,1
44002.44,WITHDRAWAL,Kolkata,DEVICE003,15,17,1,0,1
12195.85,TRANSFER,Pune,DEVICE001,21,5,0,0,0
36796.99,WITHDRAWAL,Nashik,DEVICE007,1,15,0,1,1
39438.59,TRANSFER,Delhi,DEVICE001,9,26,1,0,0
23424.45,WITHDRAWAL,Ahmedabad,DEVICE008,1,5,0,0,0
10766.83,DEPOSIT,Delhi,DEVICE002,11,28,0,1,0
21094.18,WITHDRAWAL,Pune,DEVICE007,4,26,0,1,1
9950.22,WITHDRAWAL,Bangalore,DEVICE002,22,14,0,1,0
26951.27,PAYMENT,Hyderabad,DEVICE001,21,30,0,1,1
4744.77,PAYMENT,Mumbai,DEVICE001,18,18,0,0,0
21686.81,DEPOSIT,Delhi,DEVICE003,23,29,0,0,0
46488.46,DEPOSIT,Chennai,DEVICE004,4,25,1,0,1
26099.22,PAYMENT,Hyderabad,DEVICE007,7,8,0,0,0
42574.35,TRANSFER,Chennai,DEVICE006,0,23,0,0,0
36563.29,PAYMENT,Dhule,DEVICE004,14,2,1,1,1
46502.84,TRANSFER,Mumbai,DEVICE001,19,27,0,1,0
25078.88,DEPOSIT,Bangalore,DEVICE007,1,2,1,0,1
13237.65,DEPOSIT,Hyderabad,DEVICE006,18,4,1,0,0
14877.06,TRANSFER,Ahmedabad,DEVICE003,3,16,1,0,1
7963.9,PAYMENT,Mumbai,DEVICE005,17,17,0,0,0
21384.36,PAYMENT,Dhule,DEVICE005,3,23,1,0,0
10941.98,WITHDRAWAL,Dhule,DEVICE001,16,26,0,0,0
12892.98,TRANSFER,Hyderabad,DEVICE005,3,3,1,0,1
19998.96,PAYMENT,Bangalore,DEVICE006,7,28,0,1,0
10654.67,WITHDRAWAL,Bangalore,DEVICE001,2,30,1,0,1
17605.12,PAYMENT,Pune,DEVICE006,4,23,0,0,0
35744.94,TRANSFER,Nashik,DEVICE002,14,5,0,0,0
5677.02,WITHDRAWAL,Dhule,DEVICE002,17,12,0,0,0
49656.73,PAYMENT,Pune,DEVICE008,9,29,0,0,0
24801.5,PAYMENT,Nashik,DEVICE004,20,29,1,0,0
31044.77,TRANSFER,Pune,DEVICE002,1,8,1,0,0
25195.89,WITHDRAWAL,Dhule,DEVICE008,23,0,0,0,0
44987.0,TRANSFER,Mumbai,DEVICE007,2,25,0,0,1
11121.4,PAYMENT,Ahmedabad,DEVICE007,19,29,0,0,0
11713.55,TRANSFER,Delhi,DEVICE004,16,28,0,0,0
21710.68,WITHDRAWAL,Pune,DEVICE005,18,15,0,0,0
27300.91,WITHDRAWAL,Kolkata,DEVICE001,18,9,0,0,0
30195.58,TRANSFER,Kolkata,DEVICE008,17,10,0,0,0
42624.06,PAYMENT,Pune,DEVICE004,16,23,0,0,0
8768.77,PAYMENT,Pune,DEVICE006,15,28,1,0,1
9010.71,WITHDRAWAL,Kolkata,DEVICE005,9,2,0,0,0
42417.22,TRANSFER,Kolkata,DEVICE005,10,14,0,0,0
